Transaction ID,Merchant ID,Amount,Capture Method,Payment Method,Exact Date,Card Number,Card Holder Name,Installments,Card Brand,Issuer Bank,Issuer Country,Transaction Status,Transaction Type,Merchant Category Code (MCC),Currency,Fraud Indicator,Transaction Date,Transaction Time,Merchant City,Merchant State
TX03911,M3911,565.8,ATM,Debit Card,2024-10-08 08:50:22,4783435283375189,Jeremy Johnson,9,Visa,HSBC,USA,Approved,Chargeback,6650,EUR,1,2024-10-08,08:50:22,New Jacquelineside,Iowa
TX03912,M3912,670.68,ATM,Debit Card,2024-11-26 01:46:05,378889831727029,Kim Mullen,8,MasterCard,HSBC,UK,Declined,Chargeback,4143,GBP,1,2024-11-26,01:46:05,East James,Kansas
TX03913,M3913,969.11,POS,Debit Card,2024-10-09 09:46:24,4129420449871506,Wendy Ball,8,MasterCard,HSBC,UK,Approved,Purchase,9049,GBP,1,2024-10-09,09:46:24,Port Jasmineberg,Alabama
TX03914,M3914,987.0,ATM,Debit Card,2025-02-06 23:28:20,3572082413343864,Jocelyn Watson,3,American Express,Citibank,UK,Pending,Chargeback,4066,GBP,0,2025-02-06,23:28:20,New John,Nevada
TX03915,M3915,701.95,ATM,Credit Card,2024-10-13 21:54:45,379218577546758,Kevin Harris,9,Visa,HSBC,USA,Approved,Purchase,1659,AUD,1,2024-10-13,21:54:45,West Marcus,Oklahoma
TX03916,M3916,324.36,Online,Debit Card,2024-10-12 02:59:37,6011601147168909,Scott Rasmussen,6,Visa,Citibank,Canada,Approved,Purchase,4936,GBP,1,2024-10-12,02:59:37,Andreafort,California
TX03917,M3917,623.81,POS,Debit Card,2024-06-14 19:15:05,4754533834285108,William Lewis,1,American Express,Chase,UK,Declined,Purchase,9322,AUD,0,2024-06-14,19:15:05,Robertfort,Pennsylvania
TX03918,M3918,528.01,ATM,Credit Card,2024-12-30 12:53:16,639084414296,Andrew Davis,7,Discover,Bank of America,Australia,Approved,Chargeback,8772,GBP,0,2024-12-30,12:53:16,Carrollview,West Virginia
TX03919,M3919,240.22,ATM,Credit Card,2024-10-25 15:45:07,4490086641455187317,Sierra Hall,3,American Express,Wells Fargo,USA,Pending,Chargeback,5112,EUR,0,2024-10-25,15:45:07,East Kristin,Rhode Island
TX03920,M3920,115.91,Online,Debit Card,2024-09-21 02:30:23,4436957298180909,Kelsey Myers DDS,12,MasterCard,Wells Fargo,Australia,Approved,Refund,9389,USD,0,2024-09-21,02:30:23,Lake Nicoleland,Minnesota
TX03921,M3921,996.55,ATM,Debit Card,2024-04-17 00:38:18,6011956328240095,Danielle Garcia,4,Visa,Citibank,Germany,Approved,Purchase,5535,USD,0,2024-04-17,00:38:18,Torresport,Montana
TX03922,M3922,830.21,ATM,Debit Card,2024-06-05 10:49:45,5220742287751531,Steve Hoffman,11,American Express,Chase,Australia,Declined,Purchase,4353,GBP,1,2024-06-05,10:49:45,Port Ryanberg,Maryland
TX03923,M3923,574.97,Online,Debit Card,2024-07-13 10:17:24,213117035631956,William Vincent,10,Discover,Wells Fargo,USA,Approved,Refund,4045,USD,1,2024-07-13,10:17:24,North Nancy,Vermont
TX03924,M3924,107.02,POS,Credit Card,2024-07-03 03:53:10,502076728596,Linda Harrison,6,Visa,Wells Fargo,UK,Pending,Purchase,6098,GBP,0,2024-07-03,03:53:10,North Jessica,South Carolina
TX03925,M3925,593.76,ATM,Credit Card,2024-11-01 23:37:20,3593668517375532,Kirsten Adams,10,MasterCard,Wells Fargo,USA,Approved,Refund,3121,GBP,1,2024-11-01,23:37:20,East Bruceburgh,Wyoming
TX03926,M3926,914.5,ATM,Debit Card,2024-03-23 11:29:08,4889035213893,Lucas Martin,3,Discover,Wells Fargo,USA,Approved,Chargeback,7392,EUR,0,2024-03-23,11:29:08,Reginaburgh,Delaware
TX03927,M3927,272.05,ATM,Credit Card,2024-08-31 05:42:44,3579121851840990,Brian Blair,5,American Express,HSBC,USA,Declined,Chargeback,3330,USD,0,2024-08-31,05:42:44,Jenniferport,New York
TX03928,M3928,314.61,Online,Debit Card,2024-05-06 13:19:35,3502008282700319,Rebekah Jensen,2,Visa,Chase,Germany,Declined,Refund,6605,CAD,1,2024-05-06,13:19:35,North Heather,Arizona
TX03929,M3929,669.88,POS,Debit Card,2024-05-17 10:55:21,4653114756541010916,Jake Massey,3,Visa,Chase,Germany,Approved,Chargeback,7534,CAD,0,2024-05-17,10:55:21,North Janechester,Oklahoma
TX03930,M3930,532.89,Online,Credit Card,2024-07-09 01:29:56,377146798341034,Brandon Villegas Jr.,1,Discover,HSBC,Germany,Declined,Purchase,3596,AUD,1,2024-07-09,01:29:56,Kinghaven,Missouri
TX03931,M3931,924.14,POS,Credit Card,2024-07-25 05:19:18,4056890682338727,Grant Peterson,7,Discover,Bank of America,Australia,Declined,Chargeback,6102,EUR,1,2024-07-25,05:19:18,Joshuabury,Tennessee
TX03932,M3932,314.08,ATM,Credit Card,2024-07-24 14:03:43,213137427033462,Katherine Solomon,7,MasterCard,Bank of America,Germany,Declined,Purchase,1381,USD,1,2024-07-24,14:03:43,Brucechester,Florida
TX03933,M3933,588.06,Online,Credit Card,2024-09-06 02:33:41,3593233519845691,Thomas Johnson,9,MasterCard,Citibank,UK,Declined,Purchase,1402,EUR,1,2024-09-06,02:33:41,East Tyrone,Alabama
TX03934,M3934,9.96,ATM,Debit Card,2024-10-21 01:26:02,4401904265354043,Ruth Wells,12,MasterCard,Chase,UK,Pending,Chargeback,7020,GBP,0,2024-10-21,01:26:02,Port Jasonview,Alaska
TX03935,M3935,528.37,ATM,Debit Card,2025-02-21 04:07:35,3566671754398574,Janet Warner,12,Visa,Bank of America,UK,Approved,Purchase,3847,CAD,1,2025-02-21,04:07:35,New David,New Mexico
TX03936,M3936,118.26,POS,Debit Card,2024-10-28 08:42:27,4242015335008445,David Sweeney,2,American Express,Wells Fargo,Australia,Approved,Refund,3795,CAD,1,2024-10-28,08:42:27,Nicholsland,Wyoming
TX03937,M3937,23.39,Online,Debit Card,2025-02-22 05:29:27,4059504024185,Brian Shaw,9,MasterCard,Citibank,Canada,Pending,Refund,4219,GBP,0,2025-02-22,05:29:27,West Amy,Alaska
TX03938,M3938,870.07,ATM,Credit Card,2024-09-30 09:46:23,5361684104545796,Amy Anderson,5,MasterCard,Citibank,Germany,Approved,Refund,1321,USD,1,2024-09-30,09:46:23,Port Sarah,Connecticut
TX03939,M3939,118.13,ATM,Debit Card,2024-07-12 09:57:51,4634532811470,Richard Clayton,4,American Express,Bank of America,UK,Approved,Purchase,2362,CAD,1,2024-07-12,09:57:51,Jakefort,Hawaii
TX03940,M3940,878.42,ATM,Debit Card,2024-12-01 15:40:45,6011448668932382,Taylor Mcneil,12,MasterCard,Wells Fargo,Australia,Pending,Chargeback,7025,CAD,1,2024-12-01,15:40:45,Torresmouth,Illinois
TX03941,M3941,593.36,ATM,Credit Card,2025-01-01 04:38:07,342577298300678,Benjamin Klein,12,MasterCard,Bank of America,Germany,Approved,Chargeback,6143,EUR,1,2025-01-01,04:38:07,Christinaside,New York
TX03942,M3942,617.21,Online,Credit Card,2024-07-22 14:37:42,344440903104464,Richard Diaz,5,Visa,Citibank,Canada,Declined,Chargeback,9160,CAD,1,2024-07-22,14:37:42,Riveraport,Colorado
TX03943,M3943,783.77,POS,Debit Card,2024-05-05 12:43:31,4654403382532559650,Charles Vasquez,9,Discover,Wells Fargo,Germany,Declined,Refund,7635,AUD,0,2024-05-05,12:43:31,North Jason,Ohio
TX03944,M3944,245.43,ATM,Credit Card,2024-12-03 01:48:21,4999251320153024721,Carla Mitchell,11,Discover,Citibank,Germany,Pending,Chargeback,7030,CAD,1,2024-12-03,01:48:21,New Kelly,Texas
TX03945,M3945,514.92,Online,Credit Card,2024-12-12 04:59:36,180067415101063,Jamie Pearson,11,Visa,Wells Fargo,Australia,Declined,Chargeback,8240,EUR,1,2024-12-12,04:59:36,Kristenport,North Dakota
TX03946,M3946,969.32,POS,Credit Card,2024-12-09 20:48:56,373213955768781,Mary Farmer,12,Discover,Bank of America,USA,Declined,Refund,9397,AUD,1,2024-12-09,20:48:56,West Russell,Illinois
TX03947,M3947,789.64,Online,Debit Card,2024-12-22 05:36:31,4625983789879958071,Peter Swanson,5,American Express,HSBC,Canada,Pending,Refund,3293,GBP,0,2024-12-22,05:36:31,Lake Linda,Georgia
TX03948,M3948,182.93,Online,Credit Card,2024-12-12 18:35:16,30397779363799,Alan Dunn,3,Visa,Bank of America,Australia,Approved,Purchase,7213,GBP,0,2024-12-12,18:35:16,Lake Andreastad,South Dakota
TX03949,M3949,660.4,ATM,Credit Card,2024-10-22 15:11:30,2626221506865122,William Rogers,4,Visa,Citibank,UK,Pending,Refund,1155,CAD,1,2024-10-22,15:11:30,Johnsonberg,Pennsylvania
TX03950,M3950,760.63,POS,Credit Card,2024-05-25 23:20:23,503890253845,Jeffrey Davis,6,Visa,Chase,USA,Approved,Purchase,6606,CAD,0,2024-05-25,23:20:23,North Toddstad,Minnesota
TX03951,M3951,391.9,ATM,Debit Card,2024-12-28 12:49:39,3574709523667125,Lisa Snyder,3,MasterCard,Citibank,Australia,Pending,Chargeback,8392,CAD,0,2024-12-28,12:49:39,New Sharon,South Dakota
TX03952,M3952,398.32,Online,Credit Card,2024-09-16 18:05:23,3518455216360854,Kevin Mcdowell,8,American Express,Citibank,Germany,Pending,Chargeback,4865,AUD,1,2024-09-16,18:05:23,Lake Andrewmouth,Hawaii
TX03953,M3953,132.68,POS,Debit Card,2025-01-22 01:04:43,5599599800672690,Judith Wiggins,6,MasterCard,Bank of America,Germany,Declined,Refund,7583,AUD,0,2025-01-22,01:04:43,North Nicholas,Indiana
TX03954,M3954,874.04,POS,Debit Card,2024-08-16 00:13:58,676313668284,Linda Morales,5,American Express,Citibank,Germany,Approved,Refund,9556,EUR,0,2024-08-16,00:13:58,East Karen,Illinois
TX03955,M3955,966.84,ATM,Debit Card,2024-04-15 11:20:15,676277212996,Angelica Swanson,9,American Express,Chase,Canada,Approved,Purchase,6151,GBP,1,2024-04-15,11:20:15,South Xaviertown,Rhode Island
TX03956,M3956,315.31,Online,Credit Card,2024-07-27 21:20:16,3568486373357978,Michelle Williams,1,American Express,Chase,USA,Pending,Refund,6392,CAD,1,2024-07-27,21:20:16,West Justin,Kentucky
TX03957,M3957,7.49,Online,Credit Card,2024-04-24 20:52:07,4365086603787573,Jody Schaefer,6,American Express,HSBC,USA,Pending,Refund,3866,GBP,0,2024-04-24,20:52:07,East Joshuaville,Massachusetts
TX03958,M3958,216.23,POS,Debit Card,2024-03-29 05:48:43,4122501846958,John Ortega,3,Discover,Citibank,Canada,Approved,Refund,3060,CAD,1,2024-03-29,05:48:43,East Carolyn,Nevada
TX03959,M3959,903.69,ATM,Credit Card,2024-09-10 02:12:05,587102655897,Elizabeth Patrick,2,American Express,Wells Fargo,Canada,Declined,Refund,5053,GBP,1,2024-09-10,02:12:05,Brownborough,Arizona
TX03960,M3960,455.44,POS,Credit Card,2024-04-30 20:39:17,3526286029926544,Caroline Marquez,1,Visa,Bank of America,USA,Approved,Chargeback,5575,CAD,0,2024-04-30,20:39:17,Masseychester,Michigan
TX03961,M3961,411.17,Online,Credit Card,2024-07-02 02:21:56,3527033833402018,Erik Smith,6,American Express,HSBC,UK,Approved,Purchase,7217,GBP,0,2024-07-02,02:21:56,Jonathonhaven,Alabama
TX03962,M3962,698.84,ATM,Credit Card,2024-05-29 23:08:41,4850266134604,Scott Elliott,2,Visa,Wells Fargo,Australia,Declined,Chargeback,2837,AUD,0,2024-05-29,23:08:41,Port Robertberg,Idaho
TX03963,M3963,577.99,Online,Debit Card,2025-01-10 07:01:06,676160760077,Christopher Bishop,3,MasterCard,Wells Fargo,Germany,Declined,Chargeback,6125,EUR,1,2025-01-10,07:01:06,South Luisport,Maine
TX03964,M3964,190.31,Online,Debit Card,2024-10-08 08:56:44,213191660521626,Amanda Reed,5,American Express,HSBC,UK,Approved,Refund,6516,AUD,0,2024-10-08,08:56:44,South Gregoryfurt,Nebraska
TX03965,M3965,111.61,ATM,Debit Card,2025-01-07 22:03:41,341068266536643,Sheryl Martinez,8,Discover,Citibank,UK,Approved,Purchase,7195,AUD,0,2025-01-07,22:03:41,Seanside,Michigan
TX03966,M3966,970.22,Online,Credit Card,2025-02-06 22:25:18,180052933263884,Melissa Baker,5,Discover,HSBC,Canada,Declined,Chargeback,6068,AUD,0,2025-02-06,22:25:18,Port Thomasberg,North Carolina
TX03967,M3967,177.14,POS,Debit Card,2024-06-22 04:59:36,5472887708607849,Samuel Lewis,5,MasterCard,Citibank,UK,Pending,Refund,7754,USD,0,2024-06-22,04:59:36,Kimhaven,West Virginia
TX03968,M3968,476.24,Online,Debit Card,2024-06-25 11:03:47,3522208061472611,Craig Clayton,5,Visa,Bank of America,Australia,Approved,Purchase,7658,AUD,0,2024-06-25,11:03:47,Natashashire,Vermont
TX03969,M3969,242.42,POS,Credit Card,2024-09-30 16:27:11,3597156100368656,Lisa Nelson,8,Discover,Citibank,Australia,Declined,Chargeback,7167,CAD,1,2024-09-30,16:27:11,East Anthony,Tennessee
TX03970,M3970,43.43,ATM,Credit Card,2024-11-25 09:25:33,349850005014202,Michael Black MD,3,MasterCard,HSBC,Canada,Declined,Purchase,2216,GBP,1,2024-11-25,09:25:33,Gregoryport,Alaska
TX03971,M3971,396.3,ATM,Debit Card,2024-10-08 06:04:52,6011413395767691,Amber Oneal,9,Visa,Bank of America,Canada,Approved,Purchase,4050,EUR,0,2024-10-08,06:04:52,New Carlosstad,Colorado
TX03972,M3972,383.54,Online,Credit Card,2024-03-17 15:33:22,343428725731805,Nicholas Pugh,7,MasterCard,Bank of America,USA,Pending,Refund,3590,AUD,0,2024-03-17,15:33:22,New Patriciaview,Florida
TX03973,M3973,560.22,POS,Debit Card,2024-10-24 22:19:25,2297732312459304,Amber Andrews,3,Visa,Bank of America,Germany,Declined,Chargeback,6059,CAD,1,2024-10-24,22:19:25,Lake Larrystad,Colorado
TX03974,M3974,504.1,ATM,Debit Card,2025-01-13 01:59:37,502039619387,Jamie Conrad,1,MasterCard,Chase,Germany,Approved,Refund,6197,USD,1,2025-01-13,01:59:37,Martinezville,Massachusetts
TX03975,M3975,457.5,POS,Credit Card,2024-11-09 14:14:18,4061630250981,Bonnie Miranda,4,American Express,Wells Fargo,Germany,Declined,Purchase,2229,USD,0,2024-11-09,14:14:18,Rebeccaview,Kentucky
TX03976,M3976,97.66,ATM,Credit Card,2024-12-07 21:30:37,2720884060347467,James Gates,5,Discover,Chase,Australia,Pending,Chargeback,9115,CAD,1,2024-12-07,21:30:37,North Ralph,Delaware
TX03977,M3977,143.82,Online,Credit Card,2024-09-11 13:32:12,4944008360882645,Lindsey Rodgers,5,Visa,HSBC,Australia,Pending,Purchase,6545,GBP,0,2024-09-11,13:32:12,Gwendolynton,Hawaii
TX03978,M3978,218.76,POS,Debit Card,2024-08-04 03:52:20,676115989979,Joseph Anthony,4,Discover,Chase,UK,Pending,Purchase,8447,USD,1,2024-08-04,03:52:20,Taylorhaven,Kansas
TX03979,M3979,915.9,ATM,Debit Card,2024-05-13 09:07:21,180033745377658,Janice Carter,8,MasterCard,Wells Fargo,Canada,Pending,Purchase,6107,CAD,1,2024-05-13,09:07:21,New Brian,North Carolina
TX03980,M3980,635.67,Online,Debit Card,2024-09-19 22:47:49,2245665873499199,David Wheeler,12,Discover,Chase,Canada,Approved,Purchase,7312,CAD,1,2024-09-19,22:47:49,Jonesburgh,New Jersey
TX03981,M3981,133.75,POS,Credit Card,2024-09-27 06:11:41,3586376738004886,Kevin Cruz,2,MasterCard,Wells Fargo,Germany,Declined,Purchase,5164,EUR,1,2024-09-27,06:11:41,Craigport,New York
TX03982,M3982,709.53,POS,Debit Card,2024-05-17 08:12:48,30113254828945,Andrea Ewing,2,American Express,Wells Fargo,Canada,Declined,Purchase,3813,GBP,0,2024-05-17,08:12:48,Garretttown,Oregon
TX03983,M3983,267.15,Online,Debit Card,2024-10-06 14:52:43,3535931629120894,Anthony Cordova,10,Visa,Citibank,Germany,Approved,Refund,2745,GBP,1,2024-10-06,14:52:43,Rowemouth,Montana
TX03984,M3984,402.09,ATM,Credit Card,2024-06-20 03:18:19,4290242838760113,Ronald Sullivan,6,MasterCard,Citibank,Germany,Approved,Purchase,5578,GBP,1,2024-06-20,03:18:19,Lake Tyler,South Dakota
TX03985,M3985,440.43,POS,Credit Card,2024-04-13 15:28:57,6598694517981424,Brett Floyd,11,American Express,HSBC,Germany,Approved,Refund,9476,CAD,1,2024-04-13,15:28:57,Harrisonfort,Iowa
TX03986,M3986,270.43,POS,Debit Card,2025-02-19 20:39:17,503828409105,Erik Ayala,3,American Express,Chase,Australia,Declined,Chargeback,6048,USD,1,2025-02-19,20:39:17,East Staceyburgh,Arizona
TX03987,M3987,931.1,Online,Debit Card,2024-05-24 16:44:24,4867680260104,Laura Jones,7,Discover,Citibank,Canada,Approved,Chargeback,2880,AUD,0,2024-05-24,16:44:24,Rickybury,Ohio
TX03988,M3988,533.16,ATM,Credit Card,2025-01-20 01:14:34,3544663262070115,Robert Martinez,9,Visa,Wells Fargo,USA,Declined,Chargeback,5051,EUR,0,2025-01-20,01:14:34,Toddchester,New York
TX03989,M3989,761.67,Online,Credit Card,2025-01-13 16:25:51,370977579820466,Jade Mclaughlin,10,MasterCard,Wells Fargo,Canada,Pending,Refund,3586,USD,0,2025-01-13,16:25:51,South Chelseahaven,Missouri
TX03990,M3990,510.06,ATM,Debit Card,2024-03-24 00:38:48,4156482168347,John Adams,12,American Express,Wells Fargo,Australia,Approved,Chargeback,1187,GBP,0,2024-03-24,00:38:48,Port Richard,Pennsylvania
TX03991,M3991,942.17,Online,Credit Card,2025-03-10 07:37:51,3567130276046152,Chad Avila,12,MasterCard,Wells Fargo,Germany,Declined,Refund,6891,AUD,0,2025-03-10,07:37:51,Lake Joe,New Jersey
TX03992,M3992,310.36,POS,Debit Card,2025-01-22 01:21:51,4955971174770326428,Brandi Gonzales,2,American Express,Wells Fargo,UK,Pending,Chargeback,6208,GBP,1,2025-01-22,01:21:51,Port Ana,Washington
TX03993,M3993,606.72,ATM,Credit Card,2024-03-17 09:40:20,6011125226502119,Lori Cooper MD,6,Visa,Citibank,Australia,Approved,Refund,2344,AUD,1,2024-03-17,09:40:20,Paulside,Wisconsin
TX03994,M3994,412.18,POS,Debit Card,2024-03-23 19:14:50,4067588958590,Thomas Bishop,8,MasterCard,Chase,USA,Pending,Chargeback,6609,GBP,1,2024-03-23,19:14:50,Williamsberg,Missouri
TX03995,M3995,901.05,Online,Credit Card,2024-08-09 00:32:37,4533464968581,Robin Baker,11,MasterCard,Bank of America,Australia,Declined,Purchase,5939,GBP,1,2024-08-09,00:32:37,New Loriberg,South Dakota
TX03996,M3996,121.36,ATM,Debit Card,2025-01-23 04:42:16,3565439572477439,Christian Valdez,7,Discover,Bank of America,USA,Pending,Purchase,9975,USD,1,2025-01-23,04:42:16,Port John,North Carolina
TX03997,M3997,457.26,ATM,Debit Card,2024-05-23 10:54:48,4939415391460,Lisa Lee,11,Visa,Bank of America,USA,Pending,Chargeback,6971,EUR,0,2024-05-23,10:54:48,Victoriafurt,Iowa
TX03998,M3998,594.3,Online,Debit Card,2024-10-26 12:58:52,4227636569268600,Walter Burke,8,MasterCard,Chase,USA,Declined,Chargeback,9173,AUD,1,2024-10-26,12:58:52,North Alexanderborough,West Virginia
TX03999,M3999,435.14,POS,Debit Card,2024-03-30 05:39:41,2715238686501725,Mikayla Boyd,9,MasterCard,Wells Fargo,USA,Approved,Refund,6495,CAD,1,2024-03-30,05:39:41,North Peter,Ohio
TX04000,M4000,246.73,POS,Debit Card,2024-11-06 20:39:36,213172747829448,Alexa Brennan,5,Visa,HSBC,Canada,Pending,Purchase,3119,GBP,1,2024-11-06,20:39:36,Jordanborough,Mississippi
TX04001,M4001,204.82,POS,Debit Card,2024-11-04 03:19:24,4192769236869115909,Dr. Robert Anderson,1,Visa,HSBC,Canada,Declined,Purchase,2855,AUD,1,2024-11-04,03:19:24,West Brittanyport,Massachusetts
TX04002,M4002,438.21,Online,Debit Card,2024-09-17 15:11:00,4862690920938,Miss Jessica Quinn MD,7,Visa,Citibank,USA,Declined,Purchase,4081,CAD,1,2024-09-17,15:11:00,New Coreymouth,Pennsylvania
TX04003,M4003,684.79,ATM,Debit Card,2024-06-22 01:18:56,4416560766564309,Isabel Reese,2,American Express,HSBC,Canada,Declined,Purchase,9259,AUD,0,2024-06-22,01:18:56,Christopherbury,Indiana
TX04004,M4004,626.83,ATM,Debit Card,2024-05-14 02:15:21,371394245086374,Nathan Rivas,10,MasterCard,Citibank,Canada,Declined,Purchase,2222,GBP,1,2024-05-14,02:15:21,Port Brenda,California
TX04005,M4005,27.27,Online,Debit Card,2024-06-06 18:59:42,4869373232077779,Kimberly Castaneda MD,3,American Express,Bank of America,Germany,Declined,Chargeback,2400,EUR,1,2024-06-06,18:59:42,New Christina,Mississippi
TX04006,M4006,225.65,POS,Debit Card,2024-05-12 02:12:08,3506099300097610,Eric Sawyer,8,MasterCard,HSBC,Canada,Pending,Purchase,7025,CAD,1,2024-05-12,02:12:08,East Matthewview,Virginia
TX04007,M4007,9.18,ATM,Debit Card,2024-06-19 11:33:04,348331123454035,Joseph Turner,11,MasterCard,Wells Fargo,Canada,Approved,Refund,6670,GBP,0,2024-06-19,11:33:04,Gwendolynstad,Idaho
TX04008,M4008,634.46,POS,Debit Card,2024-06-11 00:00:43,4711634227522,David Young,3,Visa,HSBC,Germany,Pending,Chargeback,7740,EUR,1,2024-06-11,00:00:43,North Zachary,Idaho
TX04009,M4009,463.09,POS,Debit Card,2024-12-30 13:51:29,630443009695,Anne Hernandez,2,Discover,Citibank,Germany,Pending,Refund,6990,GBP,1,2024-12-30,13:51:29,Mooreborough,Minnesota
TX04010,M4010,721.34,ATM,Debit Card,2024-11-14 04:12:35,3580113566920669,Karen Barker,10,American Express,Chase,Germany,Declined,Purchase,6899,EUR,0,2024-11-14,04:12:35,Davidbury,Alaska
TX04011,M4011,732.61,POS,Debit Card,2024-11-02 03:03:04,180069914776684,Barbara Wright,7,Discover,Wells Fargo,USA,Approved,Chargeback,6876,CAD,1,2024-11-02,03:03:04,North Jessica,Montana
TX04012,M4012,379.66,Online,Credit Card,2024-07-18 14:11:45,4072015206720,Timothy Davis,4,Discover,Bank of America,UK,Declined,Purchase,7433,AUD,1,2024-07-18,14:11:45,Michaelmouth,California
TX04013,M4013,589.27,ATM,Credit Card,2024-03-19 12:02:15,180053209133181,Joshua Mccormick,8,Visa,HSBC,Canada,Declined,Chargeback,2370,EUR,1,2024-03-19,12:02:15,South Darrell,Rhode Island
TX04014,M4014,649.79,ATM,Debit Card,2024-05-14 15:10:11,4869505066463910,Miguel Hernandez,12,Discover,HSBC,Canada,Approved,Refund,8629,GBP,0,2024-05-14,15:10:11,West Mary,South Carolina
TX04015,M4015,466.16,Online,Debit Card,2024-05-12 23:52:20,3554339473290183,Megan French,6,Discover,Bank of America,Germany,Pending,Chargeback,6897,USD,1,2024-05-12,23:52:20,Pamelaview,West Virginia
TX04016,M4016,834.87,ATM,Credit Card,2025-03-08 23:37:08,3508927359006736,Mr. James Johnson,8,Discover,HSBC,Australia,Approved,Refund,2558,CAD,0,2025-03-08,23:37:08,West Rhondaport,Delaware
TX04017,M4017,577.32,ATM,Credit Card,2024-05-25 10:34:08,4808172351910,Brandy Ellis,2,MasterCard,Bank of America,Canada,Declined,Chargeback,1705,EUR,0,2024-05-25,10:34:08,Maryburgh,Vermont
TX04018,M4018,918.3,Online,Debit Card,2024-12-10 11:37:30,3535048178943012,Luis Bruce,8,American Express,Bank of America,Australia,Approved,Purchase,6376,EUR,0,2024-12-10,11:37:30,Robertburgh,Oklahoma
TX04019,M4019,491.89,Online,Debit Card,2024-08-20 15:06:21,3514680107495956,Peter Williams,4,American Express,HSBC,Germany,Declined,Purchase,8202,EUR,0,2024-08-20,15:06:21,Daltonfort,Colorado
TX04020,M4020,164.7,Online,Credit Card,2024-03-13 18:11:03,502048983402,Christopher Chavez,8,American Express,Wells Fargo,Germany,Pending,Purchase,8043,USD,0,2024-03-13,18:11:03,South Michael,Hawaii
TX04021,M4021,247.09,ATM,Credit Card,2024-05-14 03:35:43,4744927135962631647,Amanda Johnson,6,Visa,Chase,Canada,Pending,Refund,8131,AUD,1,2024-05-14,03:35:43,Cummingsshire,Ohio
TX04022,M4022,781.4,Online,Debit Card,2024-07-29 03:56:15,3524729622119951,David Clayton,9,MasterCard,Bank of America,Germany,Approved,Refund,3224,GBP,0,2024-07-29,03:56:15,South Marcia,New York
TX04023,M4023,601.54,POS,Debit Card,2024-04-18 13:55:35,4475020584014779,Hunter Olson,10,Visa,Chase,UK,Pending,Refund,9027,AUD,0,2024-04-18,13:55:35,East Donald,Michigan
TX04024,M4024,366.69,ATM,Credit Card,2024-10-07 07:31:38,3564562981472849,Jason Thomas,6,MasterCard,Citibank,UK,Approved,Chargeback,9152,AUD,1,2024-10-07,07:31:38,South Kristin,Montana
TX04025,M4025,649.7,Online,Credit Card,2024-04-26 10:12:50,4900040357773687,Charles Tapia,6,American Express,Bank of America,Australia,Approved,Refund,5371,EUR,1,2024-04-26,10:12:50,Mooreland,Minnesota
TX04026,M4026,407.84,Online,Credit Card,2024-10-14 15:06:58,3590962174527250,Keith Rice,1,American Express,HSBC,Canada,Declined,Chargeback,6206,AUD,1,2024-10-14,15:06:58,North Joel,North Carolina
TX04027,M4027,702.87,ATM,Debit Card,2024-08-25 01:26:00,503812275348,William Johnson,8,Visa,Bank of America,USA,Pending,Chargeback,2226,CAD,0,2024-08-25,01:26:00,Kingshire,West Virginia
TX04028,M4028,478.59,Online,Debit Card,2025-01-21 09:06:02,4069158408220552,Laura Parks,2,American Express,HSBC,UK,Approved,Purchase,6459,CAD,1,2025-01-21,09:06:02,Teresatown,Minnesota
TX04029,M4029,858.67,ATM,Credit Card,2025-01-05 10:38:14,502012122680,Collin Wright,11,American Express,Chase,USA,Declined,Refund,1038,CAD,1,2025-01-05,10:38:14,New Tylermouth,Mississippi
TX04030,M4030,592.54,POS,Credit Card,2025-02-25 06:13:56,4963634294851358075,Stephanie Howard,2,MasterCard,Wells Fargo,Germany,Pending,Chargeback,8776,USD,0,2025-02-25,06:13:56,Jenniferborough,Michigan
TX04031,M4031,667.67,POS,Credit Card,2025-02-13 00:59:56,6011649219435474,Andrea Bryant,1,Discover,HSBC,Germany,Approved,Purchase,1281,USD,1,2025-02-13,00:59:56,South Brianland,Colorado
TX04032,M4032,502.01,Online,Credit Card,2024-08-10 01:31:46,4539733376433023,Ashley Williams,2,Discover,Wells Fargo,UK,Pending,Refund,5319,AUD,1,2024-08-10,01:31:46,Chandlerberg,North Dakota
TX04033,M4033,940.74,Online,Debit Card,2025-03-12 05:22:57,3504611381959567,Andrea Gomez,3,Discover,Citibank,Canada,Approved,Purchase,8646,CAD,0,2025-03-12,05:22:57,Markberg,Massachusetts
TX04034,M4034,845.98,ATM,Debit Card,2025-03-01 17:11:45,4623378794752294,Kathryn Harrison,5,American Express,Chase,UK,Approved,Refund,9213,USD,0,2025-03-01,17:11:45,Mariefort,Rhode Island
TX04035,M4035,470.34,ATM,Credit Card,2024-08-10 20:04:28,2720540429392467,Brooke Hernandez,4,Discover,Citibank,Germany,Approved,Refund,5833,GBP,1,2024-08-10,20:04:28,Smithchester,Maryland
TX04036,M4036,775.97,POS,Credit Card,2024-06-13 10:29:27,30168142499457,Elizabeth Thomas,10,Discover,Wells Fargo,Canada,Pending,Refund,1009,CAD,1,2024-06-13,10:29:27,Johnsonland,Utah
